origin_city,pct_same_day,pct_4hr,shipments_per_day,avg_distance_km,cur_delivery_time_hr,cur_cost_aed,delay_rate_pct,delay_churn_pct
abu dhabi,55.9,35.5,40,31.2,0.7,15.07,27.6,9.8
al ain,18.3,71.2,73,114.2,2.7,45.89,48.4,32.7
ajman,30.6,16.1,121,136.5,4.0,72.98,7.7,3.2
ajman,94.0,50.3,121,29.2,0.9,10.74,47.4,24.5
sharjah,86.8,31.8,32,123.9,3.4,58.7,30.4,14.5
dubai,10.2,6.5,160,33.8,0.8,12.38,22.0,8.2
sharjah,25.0,99.7,142,77.6,2.6,28.52,34.6,20.2
sharjah,59.5,92.9,105,139.7,3.6,57.09,21.0,13.9
al ain,6.1,74.8,91,17.0,0.6,6.17,48.6,25.6
abu dhabi,55.0,20.1,111,18.0,0.5,7.15,47.3,19.2
dubai,58.4,98.9,116,144.0,4.2,55.83,13.8,8.8
sharjah,29.1,63.1,86,28.0,0.6,14.68,25.9,10.8
al ain,29.3,96.6,172,54.6,1.3,20.06,8.3,5.2
sharjah,22.9,4.3,32,71.6,2.5,33.66,0.3,0.2
sharjah,93.6,17.3,75,6.0,0.2,2.88,17.8,11.4
ras al khaimah,38.9,67.7,80,32.3,0.9,16.4,33.6,19.8
ajman,58.5,90.7,20,125.1,3.5,53.31,45.6,31.2
abu dhabi,30.2,17.6,18,80.2,1.7,31.49,57.0,37.5
al ain,70.3,31.7,178,62.1,2.0,23.72,25.4,17.1
ajman,10.1,58.8,155,103.9,2.2,40.07,0.2,0.1
dubai,7.2,100.0,73,52.1,1.3,23.67,39.0,15.5
sharjah,74.4,80.0,53,68.6,1.8,32.07,12.4,8.7
al ain,72.7,92.4,81,149.1,4.3,74.84,34.6,12.3
sharjah,26.5,67.5,141,117.3,3.1,59.21,27.1,14.4
ajman,35.5,87.7,59,85.3,2.9,43.65,16.7,9.6
ajman,95.7,50.7,14,81.4,2.6,31.64,17.9,7.9
ras al khaimah,10.4,12.4,84,127.4,4.4,62.96,20.5,8.4
al ain,18.3,71.0,120,92.1,2.6,34.36,10.5,3.8
dubai,43.0,60.1,104,54.2,1.3,28.1,42.3,13.4
ajman,28.2,48.5,35,65.6,2.3,29.82,23.7,16.4
ajman,64.9,27.5,168,31.6,0.7,15.03,43.1,20.5
dubai,69.1,78.4,126,144.1,4.9,67.95,34.9,14.5
ras al khaimah,52.6,82.0,144,99.6,2.1,45.86,13.6,5.1
dubai,61.1,36.4,191,62.8,2.0,28.52,19.3,7.6
sharjah,43.3,92.8,103,57.2,1.8,30.09,55.4,28.3
abu dhabi,76.0,37.0,116,136.5,4.1,57.7,25.3,10.1
dubai,4.2,10.8,153,57.2,1.8,28.61,6.8,2.8
ras al khaimah,31.3,16.7,155,114.7,2.4,48.76,38.6,26.8
abu dhabi,68.4,49.5,169,126.1,3.2,46.44,20.5,11.0
abu dhabi,33.0,8.0,141,136.9,3.4,58.6,27.9,9.5
al ain,7.9,71.8,12,59.1,2.1,22.88,12.4,7.5
al ain,34.5,79.5,70,116.0,3.1,50.96,0.8,0.3
dubai,71.1,54.9,118,52.4,1.1,19.64,35.1,15.0
abu dhabi,12.2,89.3,89,141.9,3.4,71.15,26.1,11.4
ras al khaimah,72.5,95.4,9,6.6,0.2,3.08,24.3,14.0
ras al khaimah,77.5,44.8,54,87.7,2.9,32.17,55.4,18.3
al ain,63.5,8.9,62,78.9,2.7,37.57,15.7,8.3
ajman,24.4,23.1,8,132.3,2.9,70.36,35.2,18.0
dubai,80.5,65.8,152,36.4,1.1,13.52,49.6,21.5
al ain,21.4,40.6,76,17.7,0.5,7.51,27.3,13.4
dubai,90.6,68.5,158,127.7,4.0,66.54,45.2,22.0
dubai,70.7,66.7,174,55.8,1.8,20.42,33.6,23.2
ras al khaimah,5.5,60.5,176,52.1,1.2,27.37,21.1,12.0
ajman,79.9,15.8,181,20.3,0.6,10.92,54.4,22.8
dubai,50.6,28.6,100,138.4,3.4,59.54,22.6,14.0
abu dhabi,45.3,37.8,49,96.8,2.6,42.95,27.5,13.2
ajman,42.1,82.4,17,105.4,2.6,56.69,38.9,13.2
abu dhabi,60.7,68.2,125,135.2,3.4,50.13,35.6,12.7
ras al khaimah,72.5,64.5,26,127.4,3.1,53.16,30.7,16.2
sharjah,89.6,67.2,49,70.5,1.7,26.19,41.4,15.1
ajman,27.3,50.3,49,28.2,0.8,13.94,41.6,26.3
sharjah,63.1,4.0,55,102.5,3.0,48.91,31.8,11.6
sharjah,68.6,20.1,75,99.4,3.4,51.23,30.3,13.6
sharjah,67.5,14.0,66,11.8,0.3,4.65,9.9,5.2
ras al khaimah,49.3,6.4,105,135.4,4.0,62.03,42.7,29.8
ajman,39.1,31.9,191,53.6,1.8,26.18,59.5,19.0
ajman,76.2,78.8,129,67.2,1.8,27.6,17.4,9.6
ajman,30.0,11.5,135,79.5,2.5,41.35,12.0,6.0
abu dhabi,20.8,11.1,33,137.2,4.7,54.28,56.4,27.1
al ain,54.6,12.4,23,29.7,0.9,11.32,24.7,9.8
ajman,26.8,27.0,38,58.5,1.2,24.02,41.5,12.6
ras al khaimah,3.3,20.2,169,77.7,1.8,39.13,28.3,17.6
al ain,5.2,1.4,35,148.8,3.6,72.7,33.8,20.3
al ain,69.5,27.7,196,68.8,2.1,35.8,20.0,6.9
ras al khaimah,97.3,99.6,151,62.8,1.9,29.58,46.2,24.0
ras al khaimah,45.5,33.6,165,140.6,3.1,73.85,30.2,13.1
sharjah,14.7,21.1,61,100.9,2.7,46.19,28.9,9.9
ras al khaimah,81.8,49.6,32,28.7,0.8,15.08,33.7,16.3
abu dhabi,26.1,22.9,34,30.5,0.9,15.76,56.3,17.0
ras al khaimah,99.6,56.0,171,98.4,2.4,43.81,49.1,24.0
dubai,56.3,40.1,86,72.7,1.7,26.26,3.6,1.3
al ain,23.3,89.7,82,6.3,0.2,3.39,21.5,9.5
abu dhabi,49.6,92.8,50,70.0,1.5,31.46,9.2,4.1
ajman,33.5,71.3,71,141.3,4.2,69.71,54.7,18.0
dubai,77.9,21.6,74,113.4,3.0,50.06,14.8,8.1
dubai,10.6,47.4,150,86.0,2.4,36.56,46.0,23.2
al ain,85.7,30.5,164,33.3,1.1,14.14,36.9,20.8
al ain,76.7,79.8,93,53.7,1.2,22.77,46.0,29.0
abu dhabi,86.1,2.9,67,149.5,3.5,69.41,40.2,17.3
dubai,89.5,66.2,90,100.6,3.4,50.84,17.3,8.7
ras al khaimah,23.0,32.3,35,45.1,1.4,20.86,29.9,18.3
al ain,52.1,48.1,14,112.0,2.7,50.92,10.3,4.5
abu dhabi,85.0,32.3,47,18.2,0.6,7.56,13.9,7.3
ajman,37.7,36.5,5,58.7,1.6,26.02,7.5,3.9
abu dhabi,6.0,67.4,7,38.2,1.1,14.99,52.6,21.2
ras al khaimah,29.2,59.5,48,134.9,4.3,66.65,17.1,8.8
sharjah,24.2,24.4,180,111.6,2.3,55.91,7.9,3.1
dubai,87.0,4.4,37,77.1,2.2,31.07,14.5,5.2
abu dhabi,46.4,85.6,139,64.1,1.6,29.62,15.8,9.8
ajman,68.4,49.2,30,129.5,3.6,53.26,7.5,4.8
ras al khaimah,96.2,61.9,93,33.3,0.8,17.85,41.9,26.0
dubai,29.9,48.8,121,15.8,0.5,6.54,40.0,21.9
al ain,76.1,61.9,112,128.5,3.7,66.25,35.4,11.7
ajman,2.3,62.7,160,129.2,4.2,62.8,52.2,26.7
al ain,10.4,1.5,51,40.2,1.0,21.46,3.2,2.2
al ain,16.2,53.3,148,33.3,0.8,16.3,36.4,24.1
dubai,31.2,50.2,81,109.6,3.5,51.47,35.3,22.0
dubai,40.3,9.6,89,25.8,0.6,11.43,43.0,24.8
ras al khaimah,47.7,74.6,64,95.2,3.3,42.35,19.5,9.8
abu dhabi,24.5,23.6,199,106.7,3.2,38.44,25.6,12.2
dubai,6.6,5.5,165,95.2,3.2,51.36,20.3,10.9
sharjah,67.8,80.3,93,66.9,1.4,30.92,23.4,11.5
al ain,2.4,86.5,148,123.3,3.2,57.42,38.4,17.9
ras al khaimah,80.9,24.1,183,139.8,3.5,54.87,15.5,8.4
ajman,92.9,68.8,57,107.3,3.7,46.97,52.1,34.7
abu dhabi,71.0,0.5,65,65.7,1.5,26.24,59.6,23.1
sharjah,59.6,72.1,152,149.4,4.7,59.67,25.6,9.1
ras al khaimah,65.7,46.5,57,70.2,2.1,32.19,59.4,21.6
dubai,65.2,79.2,19,21.9,0.7,8.83,28.9,16.8
ajman,93.2,39.3,119,31.5,1.1,15.12,1.2,0.8
dubai,96.4,35.1,41,55.5,1.8,23.74,54.1,32.8
abu dhabi,42.7,84.1,117,29.8,0.7,12.75,20.2,9.3
abu dhabi,61.7,3.9,22,117.9,3.8,57.35,3.6,1.9
ras al khaimah,80.3,18.7,96,7.0,0.2,3.37,11.1,3.5
al ain,0.1,41.2,48,63.9,1.9,27.65,43.4,21.1
dubai,52.7,59.6,106,132.3,3.2,69.78,14.0,8.4
ras al khaimah,65.3,0.5,46,22.1,0.7,9.26,44.0,27.1
ajman,71.7,57.5,51,88.5,2.4,43.3,49.9,27.2
al ain,36.9,37.8,180,140.4,4.5,70.6,54.6,34.6
al ain,29.6,63.0,196,15.4,0.4,6.15,54.4,23.8
dubai,18.2,90.7,66,55.7,1.6,24.81,10.8,3.6
ras al khaimah,55.8,44.1,129,10.5,0.2,3.82,33.5,17.0
ajman,91.9,55.5,71,103.9,2.2,43.58,53.0,36.9
dubai,89.6,46.3,34,65.5,2.2,26.76,14.6,9.6
abu dhabi,36.0,11.9,20,142.4,4.4,71.04,59.9,39.0
al ain,25.8,79.3,178,105.2,2.4,42.05,44.2,24.0
ajman,78.9,88.5,14,92.3,2.7,33.65,56.0,38.2
sharjah,72.5,81.1,98,137.0,4.3,49.9,18.7,9.8
abu dhabi,50.5,94.8,44,23.8,0.7,11.84,12.2,5.8
al ain,38.9,46.8,152,118.6,3.2,45.76,57.0,32.1
abu dhabi,12.4,65.2,27,110.8,3.6,52.73,16.9,8.8
dubai,78.5,16.8,115,102.6,2.1,40.66,54.3,31.5
ajman,61.7,97.7,69,97.5,2.9,38.99,10.2,4.6
al ain,37.7,58.1,104,23.0,0.6,11.62,21.5,14.8
abu dhabi,91.9,26.2,38,123.0,3.7,59.38,37.7,25.5
abu dhabi,66.0,80.5,24,97.1,2.4,46.4,54.7,34.0
sharjah,92.9,58.6,36,116.9,2.6,61.63,27.7,8.7
abu dhabi,47.4,95.0,115,132.0,4.6,68.2,35.9,14.6
ajman,45.5,77.0,129,83.7,2.8,42.89,19.6,13.2
abu dhabi,93.7,87.7,181,143.7,4.8,55.25,11.7,7.3
dubai,96.0,54.7,188,20.8,0.7,8.11,44.4,17.8
abu dhabi,96.1,51.7,150,5.6,0.1,3.01,44.1,23.3
al ain,81.9,75.7,3,52.8,1.6,24.49,51.8,16.1
al ain,46.2,10.5,141,36.4,0.9,16.7,9.0,5.7
ajman,21.0,5.4,141,85.3,2.1,38.47,3.5,1.7
sharjah,38.3,98.4,141,45.6,1.1,22.46,37.5,18.6
ras al khaimah,93.8,91.6,132,104.8,2.4,48.95,29.3,10.4
abu dhabi,36.4,95.6,137,142.1,3.1,54.99,37.5,11.8
ajman,75.7,6.2,117,116.5,2.5,44.09,14.3,9.7
ras al khaimah,92.3,26.9,124,65.9,2.0,27.32,49.5,29.3
ras al khaimah,97.0,90.2,138,147.9,5.0,76.41,26.7,10.8
abu dhabi,94.8,8.9,9,116.8,3.0,50.5,40.6,12.6
ras al khaimah,55.5,45.1,102,122.6,2.6,63.39,11.7,6.5
ajman,49.2,34.1,26,34.7,0.8,16.07,3.0,1.9
al ain,98.8,88.0,185,104.6,3.3,55.16,21.5,10.5
abu dhabi,21.8,51.8,197,15.2,0.4,7.89,25.6,14.5
ajman,18.8,29.0,32,39.1,1.2,16.72,25.8,17.6
ras al khaimah,96.3,52.4,178,7.4,0.2,3.4,14.4,7.1
abu dhabi,68.9,11.2,95,107.3,3.4,52.34,28.0,17.5
ras al khaimah,53.6,73.1,134,8.0,0.2,2.95,30.3,13.3
dubai,13.2,61.8,130,70.1,1.6,27.25,17.2,5.2
ras al khaimah,51.3,60.1,24,99.1,3.4,48.7,19.9,12.8
ajman,94.4,43.8,181,49.2,1.4,25.81,33.6,22.8
abu dhabi,60.3,29.4,128,58.3,1.4,24.17,2.7,0.9
dubai,40.5,6.5,97,130.9,3.7,56.41,2.5,1.4
ras al khaimah,55.1,94.7,123,135.7,3.6,70.21,26.0,15.2
abu dhabi,88.6,41.7,195,129.5,4.4,52.82,3.8,2.5
sharjah,91.3,49.6,129,113.7,2.8,59.89,44.8,25.5
dubai,40.0,37.6,131,45.2,1.5,17.42,35.2,22.1
al ain,60.8,98.8,175,15.8,0.5,6.4,1.6,0.9
ajman,27.9,79.6,140,75.9,2.3,27.81,19.8,9.0
al ain,45.1,9.6,29,139.0,3.2,52.38,5.3,1.9
dubai,22.0,60.8,163,37.4,0.8,15.18,54.4,35.8
abu dhabi,53.1,48.5,180,35.4,1.2,16.92,18.6,12.7
ajman,57.8,79.3,147,118.0,3.4,46.75,22.9,7.1
ajman,33.8,99.7,31,90.8,3.1,48.04,47.2,27.5
ras al khaimah,27.2,74.4,105,63.6,1.8,26.89,13.0,4.4
al ain,15.1,86.5,11,130.1,3.8,58.98,12.5,7.3
ras al khaimah,14.0,50.3,154,89.5,3.1,42.93,48.4,18.7
dubai,71.1,37.4,191,138.4,4.3,53.22,32.0,22.1
abu dhabi,22.2,64.3,8,58.4,1.5,28.25,15.4,9.2
al ain,11.8,74.9,22,69.4,2.2,26.49,9.5,5.5
ajman,99.9,22.8,186,15.8,0.4,8.04,47.5,18.4
al ain,26.0,50.3,160,58.3,1.6,26.11,12.2,4.8
ajman,89.6,11.4,164,31.1,0.7,11.7,29.5,15.4
dubai,60.9,21.6,42,9.8,0.3,4.78,11.4,4.2
sharjah,71.5,88.2,127,42.1,1.4,15.74,22.5,9.6
ras al khaimah,56.1,14.5,165,76.1,2.5,40.75,5.0,3.3
ajman,18.1,81.1,14,40.9,1.1,18.06,0.6,0.3
dubai,84.7,37.3,57,20.8,0.6,8.92,34.6,15.1
abu dhabi,82.8,66.4,59,70.5,1.7,29.37,34.2,22.0
al ain,35.0,91.0,108,26.4,0.7,11.64,11.4,6.5
al ain,76.4,78.1,51,17.5,0.6,8.76,11.8,5.7
ras al khaimah,54.3,82.6,69,144.2,3.0,65.41,46.4,28.2
dubai,90.9,26.1,52,74.0,1.5,35.21,26.8,10.3
ajman,80.3,36.2,13,121.3,3.6,44.92,36.2,12.4
ras al khaimah,4.1,73.3,134,29.8,0.9,15.3,16.8,7.0
ajman,87.9,77.7,128,71.9,1.9,32.72,35.2,15.0
ajman,96.9,79.0,175,18.0,0.5,8.18,25.1,16.6
sharjah,74.2,74.0,115,64.7,2.2,26.23,16.5,11.3
abu dhabi,12.0,23.2,136,124.8,2.7,46.66,33.2,10.7
abu dhabi,80.7,28.9,72,134.4,4.4,56.51,4.2,2.8
ras al khaimah,64.7,94.2,78,80.3,2.3,40.74,7.6,4.8
dubai,33.9,55.4,83,46.5,1.2,21.32,26.6,10.0
dubai,88.4,75.4,193,111.4,2.3,45.39,18.5,9.1
sharjah,56.6,59.9,95,97.6,2.5,45.56,48.4,23.9
ras al khaimah,85.3,92.5,172,73.2,2.3,30.98,11.8,4.5
ajman,67.0,86.9,64,73.9,2.1,29.58,8.0,3.6
ajman,28.9,26.1,137,76.5,1.7,37.73,4.0,1.5
ajman,97.5,88.5,55,54.2,1.3,21.14,49.0,25.7
dubai,57.1,30.0,80,80.3,2.6,37.36,51.6,22.5
abu dhabi,51.7,44.1,171,13.3,0.4,6.54,54.1,26.2
dubai,40.4,85.1,137,87.7,1.9,32.55,53.2,26.5
ras al khaimah,13.6,32.4,97,76.9,2.7,37.31,52.4,26.7
ras al khaimah,68.6,29.1,82,66.0,1.6,23.9,58.5,21.9
abu dhabi,43.1,66.9,160,52.0,1.7,26.32,23.9,7.3
abu dhabi,93.5,100.0,31,95.2,1.9,39.04,39.5,20.9
abu dhabi,96.5,13.1,169,75.3,1.8,29.19,2.5,1.1
al ain,76.8,70.1,124,19.6,0.5,7.52,52.0,16.9
sharjah,24.2,52.7,66,59.3,2.0,26.0,8.7,3.9
ras al khaimah,71.6,41.1,139,16.1,0.5,6.63,40.9,28.4
sharjah,2.0,75.0,198,60.0,1.5,26.66,19.6,10.7
ras al khaimah,82.6,55.5,70,82.3,2.6,42.15,35.3,20.8
ajman,49.4,79.8,79,61.7,2.0,23.38,47.6,30.3
abu dhabi,93.7,74.4,185,54.5,1.5,22.18,30.5,17.4
al ain,37.8,98.5,69,45.8,1.3,17.42,57.0,27.1
ras al khaimah,26.3,81.1,170,60.4,1.7,28.67,18.6,12.0
ras al khaimah,99.5,6.7,180,15.1,0.3,7.13,33.6,14.2
al ain,53.1,78.0,116,149.1,4.8,76.45,51.5,20.7
abu dhabi,86.3,65.0,17,85.5,2.6,42.01,33.1,13.4
dubai,91.1,9.0,12,97.2,3.2,47.23,32.1,14.1
ajman,51.8,60.5,56,31.6,1.0,12.29,23.2,14.2
abu dhabi,45.6,75.1,4,138.9,4.4,70.49,46.7,16.0
sharjah,55.3,19.7,152,87.8,2.8,31.72,21.6,11.0
abu dhabi,84.8,43.5,128,65.1,2.2,31.81,14.9,8.0
sharjah,96.5,54.2,91,108.4,3.2,54.92,7.7,5.2
sharjah,32.8,41.3,162,49.1,1.6,19.68,25.6,11.6
sharjah,73.9,87.6,27,140.5,4.5,58.47,17.2,8.4
ras al khaimah,28.5,16.9,100,29.6,0.7,11.95,59.4,34.2
ajman,61.1,77.2,68,125.8,3.6,63.85,36.7,13.4
sharjah,80.5,77.8,5,145.2,4.5,63.27,59.6,27.6
dubai,88.6,44.8,96,76.3,1.6,32.46,41.7,13.0
ajman,44.9,53.9,29,132.1,3.7,59.5,50.9,15.3
abu dhabi,37.0,15.4,10,15.4,0.3,7.57,6.7,3.1
abu dhabi,25.3,19.5,43,95.0,2.2,45.49,41.5,26.0
sharjah,13.3,53.2,39,56.7,1.5,27.64,7.1,3.2
dubai,36.5,22.5,125,57.8,1.4,30.67,8.8,4.6
sharjah,87.2,80.6,158,70.3,2.2,28.54,4.6,2.2
abu dhabi,41.9,61.6,97,91.5,2.7,36.35,37.4,17.7
al ain,31.7,5.7,128,94.3,2.3,44.98,39.0,21.3
al ain,73.9,35.8,21,45.3,0.9,17.5,17.4,11.8
dubai,21.6,85.8,157,60.7,1.4,28.88,53.7,27.9
ajman,25.6,27.7,100,41.2,1.1,21.92,55.4,35.4
ajman,93.6,72.0,86,96.7,3.0,42.79,48.3,21.0
sharjah,8.2,9.4,174,19.8,0.6,7.89,37.6,15.5
sharjah,41.5,93.1,63,66.4,1.4,35.79,35.9,11.9
ras al khaimah,57.7,44.9,88,146.9,4.0,63.01,23.6,12.6
sharjah,23.0,49.2,185,148.4,5.1,56.47,27.4,16.3
dubai,28.1,57.0,30,80.1,2.7,34.84,8.5,4.7
sharjah,22.2,36.3,104,40.9,1.3,15.37,57.3,36.7
abu dhabi,34.5,72.5,116,89.6,2.2,33.6,35.4,13.6
sharjah,89.9,1.5,140,75.8,1.5,27.94,22.8,12.9
abu dhabi,43.2,16.2,185,11.2,0.3,4.95,12.1,6.0
dubai,41.8,18.9,69,148.4,3.8,65.68,24.4,10.4
al ain,38.7,63.5,24,52.4,1.6,25.78,10.1,5.0
dubai,96.4,89.1,80,62.9,1.3,28.8,47.9,28.2
ras al khaimah,11.7,6.4,32,79.5,2.7,40.93,43.3,28.4
ras al khaimah,87.2,85.2,145,132.7,4.1,68.62,44.8,24.2
ajman,32.7,82.0,113,120.9,4.2,47.24,41.1,23.2
al ain,95.7,7.7,151,34.8,1.1,12.79,53.6,36.1
dubai,31.5,14.3,68,108.9,2.9,53.05,10.9,6.5
abu dhabi,8.3,35.0,190,131.8,3.9,47.68,31.5,12.2
abu dhabi,52.0,11.5,179,108.6,3.5,46.8,37.0,22.4
ajman,22.8,75.8,183,25.2,0.6,9.32,58.9,20.7
ajman,75.3,50.4,142,83.1,1.7,36.78,21.8,7.7
al ain,65.7,41.1,38,126.6,3.1,55.82,16.6,11.3
sharjah,68.6,72.5,30,33.4,0.9,17.11,3.5,1.2
abu dhabi,19.3,29.3,191,83.1,2.4,39.57,58.2,36.7
al ain,70.9,87.2,174,102.1,2.4,44.15,15.2,8.7
ras al khaimah,31.1,65.4,176,97.1,2.6,43.86,6.7,4.0
ras al khaimah,99.9,34.7,128,20.5,0.6,9.41,53.8,28.2
sharjah,73.2,54.0,171,45.2,1.5,18.11,55.9,33.7
sharjah,59.0,25.9,99,85.1,2.0,42.51,32.5,22.2
sharjah,86.7,98.5,33,35.3,1.1,15.68,16.3,9.7
ras al khaimah,58.9,43.6,52,53.4,1.8,25.35,29.7,12.7
abu dhabi,55.3,89.7,170,65.2,1.7,23.85,6.7,4.4
al ain,23.7,97.8,130,7.0,0.2,2.66,8.0,3.9
abu dhabi,67.8,53.6,199,79.0,1.6,36.82,28.8,10.5
sharjah,37.5,73.0,179,149.2,4.6,73.7,50.6,33.5
abu dhabi,4.3,57.2,152,64.2,2.1,26.82,8.7,4.0
ajman,81.6,9.2,8,44.8,0.9,23.75,38.6,15.4
ras al khaimah,5.2,95.2,37,41.7,1.4,21.39,20.0,11.1
al ain,67.2,45.7,75,79.7,1.8,36.22,3.4,2.4
ras al khaimah,15.7,89.4,8,71.1,2.3,33.79,15.1,9.6
abu dhabi,43.3,65.6,187,130.0,3.7,60.68,4.1,1.6
abu dhabi,85.9,10.5,46,97.7,2.5,40.55,11.3,6.6
al ain,9.4,41.7,77,62.8,2.1,23.32,18.3,7.4
sharjah,66.7,19.6,135,60.9,1.8,30.74,10.4,5.3
dubai,61.3,17.0,8,84.3,1.7,37.34,24.2,8.6
ras al khaimah,86.8,71.5,127,41.7,1.3,21.33,0.2,0.1
ajman,17.3,3.0,21,66.3,1.5,28.34,1.7,1.2
dubai,80.0,96.6,180,46.3,1.6,16.79,45.9,22.1
ras al khaimah,45.0,45.0,138,79.7,1.8,30.51,46.6,27.8
ajman,42.9,49.0,67,84.3,2.3,32.73,23.0,10.9
ajman,36.2,29.9,140,127.8,3.6,62.82,59.0,17.7
al ain,38.6,8.6,63,41.4,1.2,15.14,16.4,9.2
sharjah,52.0,58.8,23,136.2,3.8,69.12,44.8,21.0
sharjah,10.7,34.5,2,82.6,2.2,40.0,26.6,10.8
ajman,42.5,62.4,44,110.4,3.4,46.17,20.5,7.8
abu dhabi,65.2,55.6,141,93.7,2.1,42.54,17.3,8.6
dubai,49.8,21.7,113,125.2,4.0,66.08,13.8,9.1
al ain,16.6,46.2,55,101.2,2.1,37.7,39.8,17.4
abu dhabi,36.3,30.8,137,6.6,0.2,2.81,1.8,0.9
ajman,44.3,24.0,78,61.6,1.9,26.51,54.3,17.4
abu dhabi,66.9,77.0,32,141.1,4.5,75.26,15.3,9.0
abu dhabi,90.1,1.2,136,70.5,1.7,37.76,28.9,17.7
ajman,55.0,26.9,91,125.1,4.1,63.98,23.4,10.6
ras al khaimah,67.6,53.1,133,131.0,4.0,56.17,56.9,27.1
sharjah,7.7,47.6,112,53.2,1.8,27.67,10.1,3.3
dubai,95.4,94.0,21,129.4,2.6,57.86,21.9,14.6
abu dhabi,31.5,84.4,10,59.7,1.9,28.41,39.7,20.7
dubai,35.4,75.2,21,8.7,0.3,4.59,17.0,6.0
al ain,22.3,51.4,45,105.7,3.7,42.77,32.7,19.5
abu dhabi,8.5,42.9,45,123.9,3.3,63.8,1.6,1.0
sharjah,79.0,3.7,183,70.5,1.7,30.45,54.1,20.6
dubai,24.0,82.2,156,30.1,1.0,15.56,50.3,24.2
sharjah,28.3,43.1,176,94.2,2.3,43.21,7.5,3.6
al ain,18.2,32.1,95,112.0,3.4,45.31,43.7,19.6
sharjah,97.5,60.7,65,99.9,2.5,49.73,3.7,2.4
ajman,78.1,75.4,81,56.6,1.9,21.55,55.4,32.3
abu dhabi,93.0,52.3,173,58.4,1.6,22.53,7.2,4.7
dubai,86.2,15.0,71,84.6,2.1,32.71,21.5,11.0
ras al khaimah,90.6,92.2,126,33.0,1.1,16.87,51.5,32.1
dubai,47.9,11.3,29,127.7,2.7,66.0,12.4,4.9
sharjah,17.1,97.0,196,19.8,0.4,9.17,55.7,22.9
abu dhabi,32.7,44.2,128,75.5,2.5,30.98,40.0,19.9
dubai,29.2,94.7,193,129.6,3.2,55.85,28.5,14.1
ajman,71.7,91.5,59,81.8,1.9,32.15,7.3,2.3
al ain,2.6,40.6,123,115.3,3.3,41.59,39.4,21.1
dubai,14.2,80.0,55,39.7,0.9,20.29,35.3,10.8
ras al khaimah,68.3,9.0,94,69.6,2.4,27.49,25.3,9.5
ajman,12.3,8.3,65,108.4,3.5,40.57,24.2,10.3
ras al khaimah,4.8,35.6,29,133.8,4.5,51.34,35.3,22.4
dubai,10.9,61.0,88,98.2,3.2,51.72,24.7,9.3
al ain,69.1,0.9,106,40.2,1.3,17.1,41.0,18.7
dubai,13.9,51.5,32,26.2,0.7,12.49,26.2,14.6
al ain,14.6,97.6,80,127.0,3.8,46.44,58.8,21.2
ajman,23.0,85.8,19,85.3,2.9,38.83,33.2,10.9
sharjah,75.1,23.2,129,31.7,1.0,15.67,8.4,2.5
dubai,20.0,52.8,63,75.4,2.6,28.03,58.1,39.8
ajman,3.5,17.1,18,23.3,0.8,9.64,59.1,18.7
dubai,90.6,26.3,103,20.2,0.4,8.44,59.6,33.4
ajman,87.6,92.3,167,138.4,3.8,71.93,18.3,5.5
ras al khaimah,18.5,99.8,198,84.0,2.0,40.3,20.6,13.0
abu dhabi,26.5,24.3,193,41.1,1.4,21.2,0.4,0.2
abu dhabi,18.9,21.2,35,132.8,4.5,56.78,53.3,36.9
abu dhabi,72.0,38.4,42,149.8,4.3,69.87,42.6,28.7
abu dhabi,25.0,44.6,178,133.2,2.8,60.37,16.9,11.6
dubai,93.1,8.9,126,113.4,2.9,46.46,11.2,3.7
abu dhabi,82.8,14.8,109,144.5,3.3,63.01,53.4,28.5
ajman,58.8,42.5,160,33.6,0.9,13.58,21.3,12.8
abu dhabi,0.9,23.5,13,132.3,4.6,48.01,33.8,11.8
ras al khaimah,88.4,84.5,111,57.0,1.4,30.45,9.5,3.6
ras al khaimah,72.8,75.2,114,9.7,0.3,5.16,10.6,4.9
ras al khaimah,78.8,53.6,187,9.7,0.3,4.93,23.3,14.9
ajman,7.2,43.3,94,32.2,1.0,12.6,15.0,9.4
abu dhabi,70.9,83.1,102,118.0,2.6,42.91,13.4,8.4
al ain,80.5,16.6,160,135.0,3.2,53.36,24.4,10.0
abu dhabi,95.7,88.7,54,23.6,0.6,12.2,12.6,7.6
sharjah,58.0,4.9,14,127.6,3.1,49.45,56.7,19.2
sharjah,50.8,92.3,94,114.5,2.4,46.03,35.0,23.8
ras al khaimah,42.5,13.9,122,12.6,0.4,6.1,2.6,1.3
ajman,70.1,81.2,98,111.1,3.5,49.54,13.2,7.7
ras al khaimah,92.1,1.8,141,10.6,0.3,5.06,26.9,18.5
al ain,60.0,81.5,51,43.1,1.3,19.88,25.8,12.0
sharjah,22.7,58.4,3,82.0,2.3,37.97,41.2,17.4
al ain,1.8,1.9,157,136.8,2.9,70.74,46.4,19.8
abu dhabi,61.9,77.4,170,20.3,0.5,8.1,34.2,11.5
al ain,86.5,10.2,123,55.5,1.3,21.37,21.4,12.2
abu dhabi,6.6,54.0,63,88.7,2.4,38.4,11.3,7.9
al ain,39.8,33.2,74,112.3,3.3,51.23,2.2,1.4
sharjah,94.0,75.9,96,137.7,3.4,61.73,3.6,2.5
al ain,50.2,85.3,84,73.0,1.6,33.37,24.6,9.5
